business name,address,longitude,latitude,state,city,zip_code,ranking,rating,web_url,reviews_count,license type,type,intro_body,retailer_services
Honor Roll Delivery,,-117.938147,34.068839,California,West Covina,91790,4.659597628690239,4.81294117647059,https://weedmaps.com/deliveries/the-honor-roll-collective-2-5,170,hybrid,delivery,"<p>www.honorrolldelivery.com</p> <p>(888) 88-HRCC-9, (888) 884-7229</p> <p> </p> <p><strong>NOW ACCEPTING VENMO: @HRCC888</strong></p> <p> </p> <p>FREE DELIVERY. CITY/STATE/SALES TAX NOT INCLUDED. Minimum Purchase for free delivery: $30/$40 subtotal, but minimum purchase can vary depending on the area of delivery. Driver does not carry change but change can be arranged. Please have exact amount by the driver's arrival.</p> <p>We service the San Gabriel Valley, areas surrounding and including Culver City, and most parts of Los Angeles</p> <p>(Alhambra, Altadena, Arcadia, Avocado Heights, Azusa, Baldwin Park, Beverly Hills, Bradbury, Chino, Chino Hills, Claremont, Covina, Culver City, Diamond Bar, Duarte, El Monte, Fontana, Glendora, Hacienda Heights, Industry, Irwindale, Koreatown, La Puente, La Verne, Los Angeles, Marina Del Ray, Monrovia, Montclair, Montebello, Monterey Park, Narod, Ontario, Pasadena, Pomona, Rancho Cucamonga, Rosemead, Rowland Heights, San Dimas, San Gabriel, San Marino, Santa Monica, Sierra Madre, South El Monte, South Pasadena, Temple City, Upland, Valinda, Venice, Walnut, West Covina, West Hollywood, Whittier)</p> <p>Certain addresses may require a higher minimum purchase or are undeliverable due to distance, please check with the dispatcher to see if your delivery address qualifies for delivery and/or determine how much your minimum purchase is.</p>",delivery
Puffy Delivery,,-118.16764,33.830151,California,North Long Beach,90807,4.607573642686972,4.74439834024896,https://weedmaps.com/deliveries/organix-delivery-lakewood,241,hybrid,delivery,"<p>Welcome to Puffy Delivery!</p> <p><strong> </strong></p> <p>Puffy Delivery is an online cannabis collective for medical and recreational cannabis users that offers cannabis delivery directly to your front door.</p> <p><strong> </strong></p> <p>Puffy Delivery only carries products that have been lab tested and meet all state packaging requirements. We are a fully licensed cannabis collective and operate legally under California state law.</p> <p><strong> </strong></p> <p>We offer same-day delivery to Los Angeles, Orange County, San Fernando Valley, San Francisco, Sacramento, and San Diego.</p> <p><strong> </strong></p> <p>Our ETAs are based on location and time. We will try our best to provide an accurate ETA but please note it may be subject to change at any time.</p> <p><strong> </strong></p> <p>You can easily process your order through Weedmaps! If you would like to text in your order, please send the first-time customer required information to the number listed, and a Puffy representative will be in contact with you once your profile has been created.</p> <p> </p> <p>**prices do not include taxes</p>",delivery
Kush House,,-118.31927,34.040107,California,Mid Town,90018,4.56440997317644,4.6875,https://weedmaps.com/deliveries/kush-house,160,medical,delivery,"<p><strong>WE ARE LOCATED AT 3209 W Washington Blvd, Los Angeles CA 90018</strong></p> <p><strong>COME CHECK OUT THE BEST MEDS IN TOWN!! Call 626-328-9108 if you need direction. </strong></p> <p><strong>FTP - FREE 1G of QOH Badder Wax or QOH 4g tin can (Spend $100</strong><strong>+)</strong></p> <p><strong>FREE House Gram ($40-$100)</strong></p> <p><strong>FREE DELIVERY - $40 MINIMUM</strong></p> <p><strong>CASH ONLY! NO COINS!</strong></p>",delivery
FCC FLIGHT CLUB COLLECTIVE,,-118.427357,34.064028,California,Los Angeles,90024,4.513895064635617,4.828125,https://weedmaps.com/deliveries/cod-cannabis-on-demand-4,64,medical,delivery,"<p><strong>DON'T FORGET TO ASK US ABOUT GREENLIGHT AND START YOUR ACCOUNT TODAY!</strong></p> <p>Welcome to Flight Club Collective host of the most potent and fresh flowers available to the state of California M2 SQUARE GENETICS, KUSH.CO , NEW ERA CO. and more. We maintain a wide selection of edibles, cartridges, wax and CBD topicals! Dedicated to providing our patients with the highest quality of only indoor medication for the lowest donations we work with patients in all budgets. We will help to assist your every need, answer questions you may have pertaining to our medicine. Patient care is our #1 goal we provide our own security to assure safety for all members. Feel free to check us out, you won't be disappointed! </p> <p><strong>WE ARE ALSO A STORE FRONT! PLEASE CALL OR FOLLOW OUR INSTAGRAM FOR SHOP HOURS AND INFORMATION ABOUT PRODUCT AND OUR SERVICES!</strong></p> <p><strong>LOCATED ON PICO BLVD//LA CIENEGA</strong></p> <p><strong>IG: @FCCWESTLA</strong></p> <p>▰▰▰▰▰ HAPPY HOUR ▰▰▰▰▰</p> <p><strong>$10 GRAMS</strong></p> <p><strong>UPGRADE TO 5G </strong></p> <p><strong>FREEBIES</strong></p> <p><strong>$20 OFF ANY OZ</strong></p> <p>9:00AM-12:00PM</p> <p>4:20PM-7:10PM</p> <p>10:00PM-12AM</p> <p>▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰</p> <p>FOLLOW US ON SNAPCHAT, @FCCOLLECTIVE  // @FCCDELIVERY</p> <p>FOLLOW US ON INSTAGRAM, @FCCWESTLA</p> <p>▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰</p> <p><strong>CHECK OUT </strong><strong>DETAILS</strong><strong> FOR DAILY DEALS</strong></p> <p><strong>PROMOTE OUR PAGES ON YOUR SOCIAL MEDIA FOR A FREE PRE ROLL / NUG RUN DAB </strong></p>",delivery
Loilty Caregivers,,-117.964457,34.042748,CA,La Puente/West Covina,91744,4.49059911381512,4.59908045977012,https://weedmaps.com/deliveries/4-remedies,435,medical,delivery,<p>MOONROCK MONDAY - 10$ A GRAM ON ANY SPACE NUGS FLAVOR</p> <p>(NEW) OFF-WHITE TUESDAY - 2 OFF-WHITE CARTS FOR 50$ / 5 OFF-WHITE CARTS FOR 100$</p> <p>(NEW) WEST COAST WEDNESDAY - 5$ OFF EVERY WESTCOAST CURE PRODUCT</p> <p>(NEW) STIIIZY THURSDAY - 40$ FULL GRAM / 2 HALF GRAMS FOR $45</p> <p>FRIEDAY - PICK ANY DEAL (ONLY ONE)</p> <p>STICKY SATURDAY - 8TH FOR 35$ ANY EXOTIC STRAIN/7 FOR 60$</p> <p>(NEW)BARE SUNDAYS - 40$ ANY BAREFARMS 4 GRAM 8TH</p> <p>WE WILL PRICE MATCH ANY BRAND NAME PRODUCT FROM ANY DELIVERY SERVICE TO ENSURE THAT YOU GET THE BEST DEAL YOU CAN FIND WITH US (MUST SHOW PROOF OF PRICE)</p>,delivery
Bud Runners - West Hollywood,,-118.383782,34.072128,California,West Hollywood,90210,4.444977601099954,4.71428571428571,https://weedmaps.com/deliveries/bud-runners-west-hollywood,91,hybrid,delivery,"<p>Bud Runners is in strict compliance with CA Prop 64 & Prop 215, CA SB 420 and California Health and Safety Code §11362.5 and §11362.7. We provide Organically Grown Highest Quality Indoor Medicine Only.</p>",delivery
Nug Runner - Cerritos,,-118.058982,33.822917,California,Los Alamitos,92701,4.441125738094843,4.62657342657343,https://weedmaps.com/deliveries/elite-420,143,hybrid,delivery,"<p>**NOW ACCEPTING VENMO + ZELLE FOR PAYMENT**                                 </p> <p>Welcome to nug runner, where our drivers give you a dispensary experience in the privacy of your own home. Unlike other delivery services you can actually see and smell the product for your purchase. We proudly grow our own organic private reserve quality indoor flower. Our drivers are friendly and knowledgeable and will always give you an estimated time of arrival so no more wondering when your delivery will arrive. We are open early now at 7:30 AM so check us out and you won’t be disappointed be sure also to check out our daily specials</p>",delivery
KUSHAGRAM,,-117.9588,33.80308,California,Garden Grove,92843,4.438458017658331,4.54745308310992,https://weedmaps.com/deliveries/kushagram-costa-mesa,373,hybrid,delivery,<p>🥇California's Premier Delivery Service🥇</p> <p>•Large Quality Focused Menu</p> <p>•Down to Earth Realistic Prices</p> <p>•Fast & Organized Deliveries</p> <p>•Friendly and Reliable Drivers</p> <p>•Text/Call Orders Accepted 949.750.2002</p> <p>•Order online Via KUSHAGRAM.COM or WEEDMAPS.COM</p>,delivery
KUSHAGRAM,,-117.9415,33.825282,California,Anaheim,92802,4.42487032020187,4.54075829383886,https://weedmaps.com/deliveries/kushagram-2-4,422,hybrid,delivery,<p>🥇California's Premier Delivery Service🥇</p> <p>•Large Quality Focused Menu</p> <p>•Down to Earth Realistic Prices</p> <p>•Fast & Organized Deliveries</p> <p>•Friendly and Reliable Drivers</p> <p>•Text/Call Orders Accepted 949.750.2002</p> <p>•Order online Via KUSHAGRAM.COM or WEEDMAPS.COM</p>,delivery
KUSHAGRAM -,,-117.855255,33.801747,California,Orange,92866,4.423332534377364,4.55714285714286,https://weedmaps.com/deliveries/kushagram-orange,322,hybrid,delivery,<p>🥇California's Premier Delivery Service🥇</p> <p>•Large Quality Focused Menu</p> <p>•Down to Earth Realistic Prices</p> <p>•Fast & Organized Deliveries</p> <p>•Friendly and Reliable Drivers</p> <p>•Text/Call Orders Accepted 949.750.2002</p> <p>•Order online Via KUSHAGRAM.COM or WEEDMAPS.COM</p>,delivery
Hyperwolf - Fullerton,,-117.877582,33.883572,California,Fullerton,92831,4.344037521570407,4.58064516129032,https://weedmaps.com/deliveries/peoples-grower-fullerton,93,hybrid,delivery,<p><strong>Premium Cannabis Boutique | Los Angeles  </strong></p> <p>High-Grade Cannabis</p> <p>• Small Batch Harvest</p> <p>• Hand Trimmed Flower</p> <p>• Exotic Strains</p> <p>• All White Ash</p> <p>• Premium Extracts</p> <p>• Fresh Edibles</p> <p>• Pesticide Free & Lab Tested</p> <p>• Sustainable & Organic Harvesting Methods</p> <p>• Locally Grown and American Owned</p> <p>-----------------------------------------</p> <p><strong>Easy Signup!</strong></p> <p>• <strong>Text: </strong><strong>714-988-4700</strong> With A<strong> Selfie While Holding Your Valid ID Next to Your Face *for identity verification* </strong>and<strong> Your Deliver To Address</strong></p> <p>-or-</p> <p>• Website: PeoplesGrower.com And Upload Your Info Instantly</p> <p>-----------------------------------------</p> <p>Our Average Delivery Time is 65 Min - 85 Min. Please Allow Your Driver An Additional 15 Minutes During Peak Hours. You Will Receive An ETA For Each Order You Place</p> <p>----------------------------------------- </p>,delivery
Fire Patrol,,-118.11,33.96,California,Downey,90240,4.30855330274148,4.56034482758621,https://weedmaps.com/deliveries/fire-patrol-2,116,medical,delivery,"<p> </p> <p>******NEW FLAVORS IN******</p> <p>FACE OFF OG, STICKY GLUE, APRICOT GELATO, BLUEBERRY MUFFIN!!</p> <p>SFV OG AND SKYWALKER OG SMALL NUGS 7G @ $40!</p> <p>CONCENTRATES 4 FULL GRAMS AT $120 OF THE ROVE CARTRIDGES.</p> <p>FROM 7:00PM- 10:00PM(LAST CALL FOR THIS DEAL IS 9:30PM)</p> <p> </p> <p> </p> <p>we are currently out of all wax we apologize for any inconvinence.</p> <p>WE COVER NEW AREAS!  LYNWOOD, PARAMOUNT, MAYWOOD,  BELLFLOWER AND COMMERCE(ALL MINIMUMS VARIES PER CITY, ANY QUESTIONS PLEASE GIVE US A CALL)</p> <p>HELLO WELCOME TO FIRE PATROL WHERE OUR GOAL IS TO FUFILL OUR PATIENTS DEMANDS WITH QUALITY FLOWER, WAX, AND MOST IMPORTANT CUSTOMER SATISFACTION ALL AROUND!!!</p> <p>FIRST TIME PATIENTS WILL RECIEVE FREE 24K  FULL GRAM  CART WITH ANY ORDER OF $60 AND OVER</p> <p>IF QUALIFICATION NOT MET A FREE GRAM WILL BE ADDED TO ORDER!</p> <p> </p> <p>RETURNERS FREE 24K FULL GRAM CART WITH ANY ORDER OF $55 OR OVER IF QUALIFICATION NOT MET 1 FREE GRAMS WILL BE ADDED TO ORDER</p> <p>TO INITIATE YOUR ORDER PLEASE TEXT US OR CALL US AT (213)249-3121 WITH  VALID ID AND ADDRESS OF DELIVERY AND ORDER. MINIMUM FOR DELIVERY IS $30 DELIVERY FEE TO DOWNEY !!!!!! IF YOU NEED CHANGE PLEASE INFORM DISPATCH, DRIVERS DO NOT CARRY ANY CHANGE!</p> <p>21 OR OVER.  LAST CALL TO ORDER FOR FIRST TIMERS, MONDAY -THURSDAY 12:15AM</p> <p>FRIDAY-SUNDAY 12:45AM</p>",delivery
High Tide Organics,,-118.465168,33.987191,CA,Venice,90291,4.275348742149164,4.83333333333333,https://weedmaps.com/deliveries/high-tide-organics-4,30,hybrid,delivery,"<p>HTO is a premium delivery service dedicated to providing the highest quality medicinal grade cannabis, matched with professional and friendly service. We have carefully grown and hand selected only the most premium items to make your experience as seamless as possible. For the fastest response and to sign up for delivery, please send a text message to 310.853.0805.</p>",delivery
KUSHAGRAM - Placentia,,-117.84171,33.88825,California,Placentia,92870,4.25565136847236,4.53541666666667,https://weedmaps.com/deliveries/kushagram-placentia,96,hybrid,delivery,<p>🥇California's Premier Delivery Service🥇</p> <p>•Large Quality Focused Menu</p> <p>•Down to Earth Realistic Prices</p> <p>•Fast & Organized Deliveries</p> <p>•Friendly and Reliable Drivers</p> <p>•Text/Call Orders Accepted 949.750.2002</p> <p>•Order online Via KUSHAGRAM.COM or WEEDMAPS.COM</p>,delivery
KUSHAGRAM,,-118.130023,34.032945,California,Montebello,90022,4.22003038726093,4.4719298245614,https://weedmaps.com/deliveries/kushagram-east-la,114,hybrid,delivery,<p>🥇California's Premier Delivery Service🥇</p> <p>•Large Quality Focused Menu</p> <p>•Down to Earth Realistic Prices</p> <p>•Fast & Organized Deliveries</p> <p>•Friendly and Reliable Drivers</p> <p>•Text/Call Orders Accepted 323-739-1134</p> <p>•Order online Via KUSHAGRAM.COM or WEEDMAPS.COM</p>,delivery
KUSHAGRAM,,-118.184471,33.774151,California,Long Beach,90802,4.2123298556261,4.35109489051095,https://weedmaps.com/deliveries/kushagram-lb,274,hybrid,delivery,<p>🥇California's Premier Delivery Service🥇</p> <p>•Large Quality Focused Menu</p> <p>•Down to Earth Realistic Prices</p> <p>•Fast & Organized Deliveries</p> <p>•Friendly and Reliable Drivers</p> <p>•Text/Call Orders Accepted 323-739-1134</p> <p>•Order online Via KUSHAGRAM.COM or WEEDMAPS.COM</p>,delivery
KUSHAGRAM,,-118.111446,33.77819,California,Long Beach,90815,4.19013720457539,4.34564459930314,https://weedmaps.com/deliveries/kushagram-csulb,287,hybrid,delivery,<p>🥇California's Premier Delivery Service🥇</p> <p>•Large Quality Focused Menu</p> <p>•Down to Earth Realistic Prices</p> <p>•Fast & Organized Deliveries</p> <p>•Friendly and Reliable Drivers</p> <p>•Text/Call Orders Accepted 323-739-1134</p> <p>•Order online Via KUSHAGRAM.COM or WEEDMAPS.COM</p>,delivery
So Cal Members,,-117.79456,34.106712,California,San Dimas,91773,4.15340252856686,4.84651162790698,https://weedmaps.com/deliveries/so-cal-members-1,86,medical,delivery,<p>First-time patients please text ID and proof of address to (909)269-6783 (number is text only)</p>,delivery
CanEx Delivery,,-118.408327,34.143976,California,Sherman Oaks,91423,4.13816138133258,5.0,https://weedmaps.com/deliveries/canex-delivery-5,10,hybrid,delivery,"<p>Rated ""LA's Best Cannabis Delivery""- DoLA.com</p> <p>Build rewards at WWW.CANEX.DELIVERY</p> <p>-HAVE ID READY-WE CHECK ID-</p> <p> </p> <p>PLEASE READ: $35 minimum (Check Below For City Minimums)- Free Delivery- Driver Does Not Carry Change- We Accept CC (CC tax rate is 9.5%- You must have a chip- NO EXCEPTIONS)</p> <p> </p> <p>$35 minimum cities: Encino, Tarzana, Van Nuys, Sherman Oaks, Woodland Hills, Winnetka, Reseda, Panorama City, North Hollywood, Valley Village, Valley Glen, Studio City, North Hills, Northridge, Thousand Oaks, Calabasas, Agoura Hills, West Hills, Chatsworth, Granada Hills.</p> <p>$50 minimum cities: Burbank, Sun Valley, Bel Air, Simi Valley.</p> <p>$65 minimum cities: Sylmar, Westwood, West Hollywood, Porter Ranch, Beverly Hills, Topanga.</p> <p>$80 minimum cities: Brentwood, Hollywood, Sunland-Tujunga, Fairfax, La Brea, Beverly Grove.</p> <p>$100 minimum cities: Santa Monica, Pacific Palisades, Glendale, Los Feliz.</p> <p> </p> <p>We Accept: Bitcoin, Ethereum, and LiteCoin (Ask us how!)</p> <p> </p> <p>-Delivery Times: 15-90 minutes-</p> <p>-Veterans get $5 off of EVERY order with proof of valid VA ID (Including Specials)</p> <p>-Police get $5 off of EVERY order with proof of valid police ID (Including Specials)</p> <p>-VETERAN OWNED AND OPERATED</p> <p>-To Order: Text your ID to (310) 384-8880 or go to www.CanexDelivery.org-</p> <p> </p> <p>CRIME: We report any and all crime to the proper authorities. We do call the police, and we will send your information to every dispensary/delivery within a 10 mile radius. Fraudsters will have all of their personal information and picture placed on a national fraud database for a minimum of 1 year. Note: All drivers are trained in self defense.</p>",delivery
KUSHAGRAM,,-118.125166,33.833856,California,Lakewood,90713,4.135266874327595,4.34022988505747,https://weedmaps.com/deliveries/kushagram-lakewood,174,hybrid,delivery,<p>🥇California's Premier Delivery Service🥇</p> <p>•Large Quality Focused Menu</p> <p>•Down to Earth Realistic Prices</p> <p>•Fast & Organized Deliveries</p> <p>•Friendly and Reliable Drivers</p> <p>•Text/Call Orders Accepted 323-739-1134</p> <p>•Order online Via KUSHAGRAM.COM or WEEDMAPS.COM</p>,delivery
KUSHAGRAM - Silverlake,,-118.263327,34.10714,California,Silverlake,90039,4.10904223099626,4.37606837606838,https://weedmaps.com/deliveries/kushagram-silverlake,117,hybrid,delivery,<p>🥇California's Premier Delivery Service🥇</p> <p>•Large Quality Focused Menu</p> <p>•Down to Earth Realistic Prices</p> <p>•Fast & Organized Deliveries</p> <p>•Friendly and Reliable Drivers</p> <p>•Text/Call Orders Accepted 323-739-1134</p> <p>•Order online Via KUSHAGRAM.COM or WEEDMAPS.COM</p>,delivery
High Tide Organics,,-118.376233,33.83883,California,Torrance,90277,4.087796754717519,4.49122807017544,https://weedmaps.com/deliveries/high-tide-organics-2,57,hybrid,delivery,"<p>HTO is a premium delivery service dedicated to providing the highest quality medicinal grade cannabis, matched with professional and friendly service. We have carefully grown and hand selected only the most premium items to make your experience as seamless as possible. For the fastest response and to sign up for delivery, please send a text message to 310.853.0805.</p>",delivery
HoneyBudz - Jurupa Valley / Rubidoux / Eastvale,,-117.54064,33.975261,California,Jurupa Valley,92509,4.0712875984051,4.77272727272727,https://weedmaps.com/deliveries/honeybudz-jurupa-valley,22,medical,delivery,<p>🔥🔥🔥FIRE SALE!!!🔥🔥🔥</p> <p>FREE WAX/SHATTER When you buy a Gram of Wax or Shatter!</p> <p>🔥2 GRAMS OF CRUMBLE ONLY $45!</p> <p>🔥2 VAPE CARTRIDGES YOUR CHOICE ONLY $65!</p> <p>*5 grams $45 all day!! *$25 GRAMS OF WAX!!!($45 When you buy 2 Grams) </p> <p><br>Welcome to Honey Budz Home of the Top-self 5 grams $45 all day!! *Unlimited!! *$25 GRAMS OF WAX!!! *$45 for 2GRAMS OF WAX</p> <p>All patients get 2 Joints with every donation !</p> <p>Delivery ( 30 dollar minimum )</p> <p>Check out all of the new medicated goodies and flower we have . </p> <p>                                                                                        </p> <p>                                                                                                         - Honey Budz Family</p>,delivery
KUSHAGRAM - DTLA,,-118.259303,34.050068,California,Los Angeles,90017,3.97176729957413,4.22222222222222,https://weedmaps.com/deliveries/kushagram-dtla,144,hybrid,delivery,<p>🥇California's Premier Delivery Service🥇</p> <p>•Large Quality Focused Menu</p> <p>•Down to Earth Realistic Prices</p> <p>•Fast & Organized Deliveries</p> <p>•Friendly and Reliable Drivers</p> <p>•Text/Call Orders Accepted 323-739-1134</p> <p>•Order online Via KUSHAGRAM.COM or WEEDMAPS.COM</p>,delivery
KUSHAGRAM,,-118.084792,33.902198,California,Norwalk,90650,3.95024812688597,4.18181818181818,https://weedmaps.com/deliveries/kushagram-norwalk,154,hybrid,delivery,<p>🥇California's Premier Delivery Service🥇</p> <p>•Large Quality Focused Menu</p> <p>•Down to Earth Realistic Prices</p> <p>•Fast & Organized Deliveries</p> <p>•Friendly and Reliable Drivers</p> <p>•Text/Call Orders Accepted 323-739-1134</p> <p>•Order online Via KUSHAGRAM.COM or WEEDMAPS.COM</p>,delivery
OG Maywood Delivery,,-118.117504,33.89668,California,Bellflower,90220,3.90988404232445,4.55555555555556,https://weedmaps.com/deliveries/og-maywood-6,27,hybrid,delivery,"<p><strong>WE DO NOT DELIVER TO COMPTON </strong></p> <p><strong>**** FREE DELIVERY </strong><strong>**** </strong></p> <p><strong>Minimum order of $45</strong></p> <p>PLEASE NOTE: DRIVERS ONLY CARRY $30 DOLLARS IN CHANGE. </p> <p> </p> <p><strong>VEHICLE EQUPPIED WITH LOCKED DROP BOX</strong></p> <p> </p> <p> CASH ACCEPTED</p> <p>ON ORDERS OVER $250 ONLY CREDIT CARD IS ACCEPTED</p> <p> </p> <p> </p> <p>ON ORDERS OVER $250 ONLY CREDIT CARD IS ACCEPTED</p> <p> </p> <p>WE ACCPET CREDIT CARDS ON ORDERS ABOVE $200</p> <p> </p> <p>PLEASE NOTE: DRIVERS ONLY CARRY $30 DOLLARS IN CHANGE. </p> <p> </p> <p> </p> <p><strong> </strong></p> <p>OG Maywood Delivery provides the best delivery experience to both 21+ adult use and medical cannabis consumers. We have the largest selection of top shelf OGs in Compton / Bellflower area with excellent service and a carefully curated selection of award-winning products.</p> <p>South east LA's best deals in a clean, modern, and welcoming environment. Call,Text in and experience the future of cannabis delivery today!</p> <p>LAST CALL IS AT<strong> 8:00PM</strong> MONDAY-FRIDAY!</p> <p>LAST CALL IS AT<strong> 6:00PM</strong> SATURDAY AND SUNDAY!</p> <p><strong>***WeedMaps Pricing Includes Taxes***</strong></p> <p>CASH ACCEPTED FOR ALL ORDERS</p> <p>CREDIT CARDS ACCEPTED ON ORDERS ABOVE $150</p>",delivery
Puffy Delivery - Los Angeles,,-118.256398,33.97477,California,Los Angeles,90001,3.430503029625065,3.66842105263158,https://weedmaps.com/deliveries/organix-simi-valley,190,hybrid,delivery,"<p>Welcome to Puffy Delivery!</p> <p><strong> </strong></p> <p>Puffy Delivery is an online cannabis collective for medical and recreational cannabis users that offers cannabis delivery directly to your front door.</p> <p><strong> </strong></p> <p>Puffy Delivery only carries products that have been lab tested and meet all state packaging requirements. We are a fully licensed cannabis collective and operate legally under California state law.</p> <p><strong> </strong></p> <p>We offer same-day delivery to Los Angeles, Orange County, San Fernando Valley, San Francisco, Sacramento, and San Diego.</p> <p><strong> </strong></p> <p>Our ETAs are based on location and time. We will try our best to provide an accurate ETA but please note it may be subject to change at any time.</p> <p><strong> </strong></p> <p>You can easily process your order through Weedmaps! If you would like to text in your order, please send the first-time customer required information to the number listed, and a Puffy representative will be in contact with you once your profile has been created.</p> <p> </p> <p>**prices do not include taxes</p>",delivery
Kushagram - Central LA,,-118.283982,34.021149,California,Central LA,90089,3.380689460448837,3.87906976744186,https://weedmaps.com/deliveries/kushagram-2,43,hybrid,delivery,<p>🥇California's Premier Delivery Service🥇</p> <p>•Large Quality Focused Menu</p> <p>•Down to Earth Realistic Prices</p> <p>•Fast & Organized Deliveries</p> <p>•Friendly and Reliable Drivers</p> <p>•Text/Call Orders Accepted 323-739-1134</p> <p>•Order online Via KUSHAGRAM.COM or WEEDMAPS.COM</p>,delivery
Divine Choice Delivery,,-118.361747,33.961832,California,Inglewood,90301,3.305070487064167,4.11111111111111,https://weedmaps.com/deliveries/divine-choice-delivery-15,18,medical,delivery,<p>Divine delivery offers only the very best quality Canabis products.please call in for a minimum for delivery to your area</p>,delivery
OG Pharmacy,,-117.886423,33.916017,California,Brea,92821,3.11379154537701,4.42857142857143,https://weedmaps.com/deliveries/og-pharmacy-11,7,medical,delivery,<p>Try using our new OG Pharmacy app to place your orders faster! Get updates via text message such as drivers ETA and the arrival of your order. Earn points to unclock rewards for gifts! ***GET A FREE PRE ROLL WHEN YOU DOWNLOAD THE APP***</p> <p>https://ogpharmacy.dropdelivery.app </p>,delivery
Weed Fast Delivery,,-118.514635,34.039028,California,Malibu,90001,2.69737660687801,5.0,https://weedmaps.com/deliveries/weed-fast-delivery,2,medical,delivery,"<p>$ 45 minimum for Pacific Palicades and $ 90 minimum for Malibu, free delivery. We believe highly in a strong collective to patient relationship. We do not only provide goodies and deals to our first time patients but always take care of our loyal, returning patients. ANY returning patient can ask us for a deal they are looking for and we will do our best to keep them happy. We will happily provide or papers, grinder, or any other smoking accesories you need on the house to make your experience better. Why worry to drive to a dispensary when you can have Weed Fast Delivery deliver to your doorstep? We are the home of the finest quality strains and concentrates. With our fast, easy & discreet service of top quality medication and customer fulfillment, we can provide very reasonable prices and work with your budget. We take our medication quality very seriously that's why we bring you our award winning products and service. Weed Fast Delivery brings you your medication in a timely and safe manner. Our goal is to provide a 100% customer satisfaction guarantee. The information provided with our top quality photos and descriptions, we will provide you the best help and information needed to give the best customer satisfaction when you order, so we can know you will be receiving the best service possible from Weed Fast Delivery (WFD).                                    <strong>LGBT friendly </strong></p> <p><strong>Приветствуем Вас на страничке Weed FAST DELIVERY. Наша команда предоставляет услуги на русском языке. Добро пожаловать </strong></p>",delivery
MedMen Delivery - LAX Airport,,-118.394398,33.973964,California,Los Angeles,90045,2.40366365313197,5.0,https://weedmaps.com/deliveries/medmen-delivery-lax-airport,1,hybrid,delivery,"<p>Now delivers, free for a limited time. Accepts online orders from 8am - 9:15pm. Earn MedMen Buds rewards points with every purchase. Not a member yet? Sign up in-store or with your delivery driver today. Shop now at MedMen.com/Delivery.</p> <p>Follow us on Instagram @ShopMedMen</p>",delivery
CALI RELEAF DELIVERY,,-118.040968,34.128148,California,Arcadia,91007,2.344079442938774,3.4,https://weedmaps.com/deliveries/cod-cannabis-on-demand,5,medical,delivery,"<p><strong>DON'T FORGET TO ASK US ABOUT GREENLIGHT AND START YOUR ACCOUNT TODAY!</strong></p> <p><strong>CHECK OUT </strong><strong>DETAILS</strong><strong> FOR DAILY DEALS</strong></p> <p><strong> </strong></p> <p>Welcome to Cannabis On Demand host of the most potent and fresh flowers available to the state of California M2 SQUARE GENETICS, KUSH.CO , CROWN GENETICS and more. We maintain a wide selection of edibles, cartridges, wax and CBD topicals! Dedicated to providing our patients with the highest quality of only indoor medication for the lowest donations we work with patients in all budgets. We will help to assist your every need, answer questions you may have pertaining to our medicine. Patient care is our #1 goal we provide our own security to assure safety for all members. Feel free to check us out, you won't be disappointed! </p> <p>▰▰▰▰▰ HAPPY HOUR ▰▰▰▰▰</p> <p><strong>$10 GRAMS</strong></p> <p><strong>UPGRADE TO 5G </strong></p> <p><strong>FREEBIES</strong></p> <p>9:00AM-12:00PM</p> <p>4:20PM-7:10PM</p> <p>10:00PM-2/3AM</p> <p>▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰</p> <p><strong>NOW HIRING/</strong><strong>IN NEED OF FRIENDLY FEMALE MED TENDERS IF INTERESTED SEND RESUME TO OUR EMAIL CANNABISONDEMAND710@GMAIL.COM ALONG WITH PHOTOS ATTACHED TO RESUME.</strong></p> <p><strong>- FULL AVAILABILITY ONLY</strong></p> <p><strong>- TRANSPORTATION</strong></p> <p>▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰</p> <p>FOLLOW US ON SNAPCHAT, @CANNABISDEMAND // @CODDELIVERY</p> <p>▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰</p> <p><strong>CHECK OUT </strong><strong>DETAILS</strong><strong> FOR DAILY DEALS</strong></p> <p> </p> <p><strong>DON'T FORGET TO ASK US ABOUT GREENLIGHT AND START YOUR ACCOUNT TODAY!</strong></p> <p><strong>PROMOTE OUR PAGES ON YOUR SOCIAL MEDIA FOR A FREE PRE ROLL / NUG RUN DAB </strong></p>",delivery
